,datetime_jd,datetime_str,CDS,PRK,MDS,LOV,EFE,AVN,GOL,GBT,VLA,ARE,FAS,ECD,USU,TYN,G13,G14
165,2462240.635,2029-Apr-14 03:15,23.5184816,26.03626975,-15.20633421,-4.111605264,-2.552021674,-37.80896288,0.512930456,-18.5478284,-6.510748453,-41.0800717,62.74460708,72.69825029,81.0634803,-18.5478284,0.512930456,0.512930456
166,2462240.639,2029-Apr-14 03:20,23.34483955,25.86233952,-14.52431219,-3.584024932,-1.874198085,-36.57467831,-0.715153299,-19.33245009,-7.681622945,-41.84416527,64.3350991,72.8074484,80.46130167,-19.33245009,-0.715153299,-0.715153299
167,2462240.642,2029-Apr-14 03:25,23.21103102,25.72665463,-13.98561972,-3.171846615,-1.343991219,-35.59655585,-1.680785251,-19.9468228,-8.601792121,-42.43334223,65.58665468,72.783847,79.83008975,-19.9468228,-1.680785251,-1.680785251
168,2462240.646,2029-Apr-14 03:30,22.96106027,25.4724551,-13.25945697,-2.608342093,-0.634558832,-34.3305156,-2.876659597,-20.67641092,-9.736297015,-43.1152735,67.16689354,72.68308809,78.92851419,-20.67641092,-2.876659597,-2.876659597
169,2462240.649,2029-Apr-14 03:35,22.76755517,25.27406338,-12.68755653,-2.168911002,-0.08078965,-33.33028486,-3.814888705,-21.24559437,-10.62577133,-43.63696611,68.40764608,72.49881632,78.11689062,-21.24559437,-3.814888705,-3.814888705
170,2462240.653,2029-Apr-14 03:40,22.44509803,24.94370396,-11.92045865,-1.571764776,0.657925128,-32.03721375,-4.978412255,-21.9190602,-11.72337999,-44.23257776,69.97808096,72.20004378,77.03214533,-21.9190602,-4.978412255,-4.978412255
171,2462240.656,2029-Apr-14 03:45,22.19522069,24.68616383,-11.31791359,-1.106935737,1.233403647,-31.01836721,-5.889290189,-22.44241808,-12.58190376,-44.68384969,71.20857948,71.86992591,76.11492941,-22.44241808,-5.889290189,-5.889290189
172,2462240.66,2029-Apr-14 03:50,21.80421891,24.28388748,-10.51289872,-0.478337718,1.999200887,-29.70222891,-7.020157673,-23.05864063,-13.64190914,-45.18919553,72.76964969,71.3949554,74.92168032,-23.05864063,-7.020157673,-7.020157673
173,2462240.663,2029-Apr-14 03:55,21.50130887,23.97079279,-9.882103534,0.010126633,2.59464873,-28.66769263,-7.903568638,-23.53548878,-14.46904821,-45.5673169,73.99040099,70.9393937,73.94355984,-23.53548878,-7.903568638,-7.903568638
174,2462240.667,2029-Apr-14 04:00,21.04573449,23.50089424,-9.042009898,0.668080991,3.38544382,-27.33185495,-9.001242994,-24.09329368,-15.49049833,-45.97880306,75.54246887,70.31502427,72.68575827,-24.09329368,-9.001242994,-9.001242994
175,2462240.67,2029-Apr-14 04:05,20.69310649,23.1358243,-8.385191852,1.178508957,3.999229301,-26.28407863,-9.856916074,-24.52293552,-16.2856538,-46.2814112,76.75394734,69.75604204,71.67249762,-24.52293552,-9.856916074,-9.856916074
176,2462240.674,2029-Apr-14 04:10,20.1769167,22.6025923,-7.512665861,1.86382161,4.81305886,-24.93136732,-10.92070676,-25.02118948,-17.26743067,-46.59604946,78.29737364,69.00942611,70.375877,-25.02118948,-10.92070676,-10.92070676
177,2462240.677,2029-Apr-14 04:15,19.77783274,22.18907514,-6.831902611,2.39461928,5.443640133,-23.87242149,-11.74820916,-25.40294287,-18.02983569,-46.82130146,79.50000478,68.36772639,69.34256872,-25.40294287,-11.74820916,-11.74820916
178,2462240.681,2029-Apr-14 04:20,19.20491469,21.59672714,-5.929409503,3.10538969,6.278652,-22.50523978,-12.77722358,-25.84055123,-18.97061201,-47.03686362,81.03510096,67.52348458,68.02263782,-25.84055123,-12.77722358,-12.77722358
179,2462240.684,2029-Apr-14 04:25,18.76254263,21.13819072,-5.226624537,3.6550489,6.924581933,-21.43687247,-13.57596623,-26.173776,-19.6993403,-47.18357182,82.2292735,66.81694813,66.97840724,-26.173776,-13.57596623,-13.57596623
180,2462240.688,2029-Apr-14 04:30,18.13673091,20.49088143,-4.296502021,4.389418407,7.778978844,-20.05729242,-14.56916195,-26.54978389,-20.59764048,-47.29881677,83.75630454,65.89587807,65.64482834,-26.54978389,-14.56916195,-14.56916195
181,2462240.691,2029-Apr-14 04:35,17.65412827,19.99063148,-3.573480001,4.956504226,8.438890059,-18.98098703,-15.3384139,-26.83392421,-21.29162611,-47.36656947,84.94237557,65.13916104,64.59538017,-26.83392421,-15.3384139,-15.3384139
182,2462240.694,2029-Apr-14 04:40,17.15476101,19.47304525,-2.842274345,5.530686906,9.104364505,-17.90191469,-16.09421025,-27.09625923,-21.96978164,-47.39971447,86.12448275,64.36498115,63.54553966,-27.09625923,-16.09421025,-16.09421025
183,2462240.698,2029-Apr-14 04:45,16.45920538,18.75354772,-1.876278855,6.2958589,9.983581597,-16.50777222,-17.03350257,-27.38214288,-22.80388795,-47.37054723,87.63989183,63.36289209,62.20338186,-27.38214288,-17.03350257,-17.03350257
184,2462240.701,2029-Apr-14 04:50,15.9238231,18.19879145,-1.127202572,6.885494292,10.66117237,-15.42251974,-17.75858669,-27.59486928,-23.4456168,-47.32569283,88.81440599,62.55440469,61.15311267,-27.59486928,-17.75858669,-17.75858669
185,2462240.705,2029-Apr-14 04:55,15.18409877,17.43375852,-0.13857365,7.670117256,11.55580708,-14.01983546,-18.65887105,-27.81749393,-24.23304293,-47.19771589,89.67690962,61.5106911,59.80902971,-27.81749393,-18.65887105,-18.65887105
186,2462240.708,2029-Apr-14 05:00,14.6154229,16.8447572,0.62688258,8.273921253,12.24430195,-12.92942341,-19.3521975,-27.98038727,-24.83700108,-47.07651297,88.51036717,60.67607988,58.7604032,-27.98038727,-19.3521975,-19.3521975
187,2462240.712,2029-Apr-14 05:05,13.83482155,16.03772513,1.6363278,9.076399683,13.15283631,-11.51941889,-20.21192747,-28.13944921,-25.57583076,-46.85222022,87.0094685,59.60018351,57.41683295,-28.13944921,-20.21192747,-20.21192747
188,2462240.715,2029-Apr-14 05:10,13.23542282,15.41723148,2.416779522,9.693138624,13.85107343,-10.42471939,-20.87236114,-28.2524793,-26.14061487,-46.65711165,85.84948762,58.74579964,56.37125625,-28.2524793,-20.87236114,-20.87236114
189,2462240.719,2029-Apr-14 05:15,12.41703783,14.57151237,3.445354066,10.51195111,14.77205751,-9.008476332,-21.6898229,-28.34789149,-26.82881179,-46.33992343,84.35564033,57.64516529,55.02997539,-28.34789149,-21.6898229,-21.6898229
190,2462240.722,2029-Apr-14 05:20,11.78933652,13.92210732,4.239505849,11.14043248,15.47891187,-7.910256008,-22.31612957,-28.41122586,-27.35296286,-46.07402859,83.20247637,56.77596427,53.9884407,-28.41122586,-22.31612957,-22.31612957
191,2462240.726,2029-Apr-14 05:25,10.93611068,13.04083563,5.285603064,11.97407329,16.41090851,-6.488737412,-23.08953632,-28.44321617,-27.98848359,-45.66820506,81.71551882,55.65643119,52.65073915,-28.44321617,-23.08953632,-23.08953632
192,2462240.729,2029-Apr-14 05:30,10.28235752,12.36490988,6.092257182,12.61315987,17.12530345,-5.387668949,-23.68038303,-28.45721082,-28.47049883,-45.33516205,80.56897969,54.7763141,51.61396981,-28.45721082,-23.68038303,-23.68038303
193,2462240.733,2029-Apr-14 05:35,9.397008237,11.45096919,7.154407374,13.4602077,18.06695117,-3.961711981,-24.40783478,-28.42625016,-29.05126457,-44.84553143,79.08876102,53.64252967,50.28082467,-28.42625016,-24.40783478,-24.40783478
194,2462240.736,2029-Apr-14 05:40,8.719313928,10.75075313,7.972433143,14.10878395,18.78782522,-2.858391905,-24.96184238,-28.39149136,-29.48966498,-44.44937898,77.94865607,52.75456507,49.2493424,-28.39149136,-24.96184238,-24.96184238
195,2462240.74,2029-Apr-14 05:45,7.804390029,9.80683377,9.049244422,14.96784002,19.73777591,-1.428749412,-25.64139123,-28.29835057,-30.01364892,-43.88119616,76.47504069,51.61023449,47.92150067,-28.29835057,-25.64139123,-25.64139123
196,2462240.743,2029-Apr-14 05:50,7.104707778,9.084381785,9.877588297,15.62482929,20.46409637,-0.323710279,-26.15712679,-28.21562137,-30.40698439,-43.42619392,75.34119568,50.71687665,46.89570366,-28.21562137,-26.15712679,-26.15712679
197,2462240.747,2029-Apr-14 05:55,6.162586615,8.112980158,10.96774204,16.49452001,21.42101366,1.108925287,-26.78678237,-28.06134411,-30.87223539,-42.7849368,73.87407459,49.56500244,45.5737694,-28.06134411,-26.78678237,-26.78678237
198,2462240.75,2029-Apr-14 06:00,5.442740822,7.37020075,11.80539822,17.15885631,22.15174669,2.215189216,-27.2627951,-27.93163615,-31.21913605,-42.27544944,72.74634166,48.66823329,44.55397455,-27.93163615,-27.2627951,-27.2627951
199,2462240.753,2029-Apr-14 06:05,4.714643276,6.619125624,12.64667657,17.82597936,22.88396606,3.32161026,-27.72092818,-27.78175375,-31.54530229,-41.74355038,71.62152055,47.77086416,43.53719619,-27.78175375,-27.72092818,-27.72092818
